taxon;TL;OS;PC;A50;Amax;Fec;Lmax;K;Equilibrium;Periodic;Opportunistic;slow_fast
Dalatias licha;4.23;5.707110265;3;2.054123734;3.610917913;2.772588722;5.209486153;0.157003749;0.910310418;0.063793036;0.025940158;-1.950937517
Dasyatidae;3.445714286;5.209486153;3;1.722766598;3.135494216;1.609437912;4.682131227;0.173953307;0.77880673;0;0.221289302;-1.304956168
Dasyatis;3.4075;5.163356381;3;1.722766598;2.833213344;1.609437912;5.023880521;0.246860078;0.77583592;0;0.224260632;-1.715849104
Dasyatis centroura;3.81;5.874930731;3;1.722766598;2.833213344;1.609437912;5.245970886;0.187309098;0.868052586;0;0.13203839;-1.372355061
Dasyatis pastinaca;4.05;4.394449155;3;1.547562509;2.833213344;1.945910149;4.33073334;0.086177696;0.745496659;0;0.25457714;0.539817211
Dasyatis say;3.4075;5.081404365;3;1.722766598;2.833213344;1.252762968;4.615120517;0.21107097;0.745748569;0;0.254354173;1.296972116
Dasycottus setiger;3.87;1.558144618;2;1.609437912;2.48490665;4.430816799;3.828641396;NA;0.363222925;0.151424701;0.485331156;1.204059617
Deania calcea;4.33;5.755742214;3;3.258096538;3.540959324;2.397895273;4.394449155;0.09531018;0.894353014;0;0.105716443;1.35112427
Deania profundorum;4.36;5.755742214;3;3.258096538;3.540959324;1.945910149;4.382026635;0.09531018;0.900066999;0;0.100004779;2.317275791
Decapterus;4.023333333;0.587786665;1;1.386294361;2.442347035;10.98742604;3.091042453;0.609765572;0.013472888;0.448751964;0.53760897;1.618349494
Decapterus macarellus;3.96;0.587786665;1;1.386294361;2.442347035;10.98742604;3.850147602;0.698134722;0.035486952;0.500896102;0.463431335;1.3574465
Decapterus punctatus;4.43;0.587786665;1;1.386294361;2.442347035;10.98742604;3.091042453;0.277631737;0.018698429;0.51937476;0.461731846;1.074195588
Decapterus tabl;3.22;0.587786665;1;1.386294361;2.442347035;11.3504183;3.931825633;0.609765572;0.020203595;0.390128384;0.589527159;1.237997457
Decodon;3.525333333;0.647103242;1;1.568615918;3.010620886;11.98687131;3.218875825;0.086177696;0.009920445;0.44579785;0.544115919;1.487401314
Decodon puellaris;3.525333333;0.647103242;1;1.568615918;2.833213344;11.98687131;3.433987204;0.086177696;0.011082616;0.449364682;0.53938588;1.406628841
Deltentosteus quadrimaculatus;3.1;0.712949808;2;0.78845736;1.791759469;8.414938957;2.302585093;0.392042088;0.129721137;0;0.870305847;1.041293411
Dentex maroccanus;3.85;0.760805829;1;1.098612289;2.397895273;13.66018569;3.36729583;0.165514438;0;0.488894921;0.510925341;1.443038543
Derichthys serpentinus;3.1;1.193922468;1;NA;NA;NA;3.091042453;NA;NA;NA;NA;0.889541431
Desmodema lorum;4.15;1.238374231;1;NA;NA;12.20607765;4.744932128;0.067658648;NA;NA;NA;1.539322521
Diaphus;3.233333333;0.405465108;1;0.530628251;0.850150929;8.517393171;1.945910149;0.43567095;0;0;1;-1.040862786
Diaphus dumerilii;3;0.405465108;1;0.530628251;0.78845736;8.517393171;1.945910149;0.312374685;0;0;1;-0.994854428
Diaphus metopoclampus;3.25;0.405465108;1;0.530628251;0.78845736;8.517393171;2.197224577;0.322083499;0;0.019383234;0.980632392;-1.753666681
Diaphus theta;3.19;0.405465108;1;0.530628251;0.944461609;8.517393171;2.48490665;0.299045831;0;0.054477076;0.945522431;-0.710808452
Diapterus auratus;2.44;0.518793793;1;0.832909123;2.174751721;NA;3.555348061;0.78845736;NA;NA;NA;-1.193711445
Diastobranchus;4.09;0.693147181;1;NA;NA;13.45094888;5.198497031;NA;NA;NA;NA;-1.105769559
Dibranchus atlanticus;3.42;0.148420005;1;NA;NA;3.931825633;3.688879454;0.262364264;NA;NA;NA;-1.126049882
Dicentrarchus labrax;3.47;0.832909123;1;1.386294361;3.433987204;13.16202438;4.471638793;0.110348057;0.047517275;0.60019546;0.35206051;-2.239544221
Dicentrarchus punctatus;3.94;0.832909123;1;1.386294361;3.433987204;13.16202438;4.262679877;0.076961041;0.047272799;0.664435575;0.288038186;-2.608850366
Dicologlossa cuneata;3.32;0.587786665;1;1.386294361;2.564949357;11.98293534;3.433987204;0.246860078;0;0.392085113;0.607771921;-2.580300517
Dicrolene filamentosa;3.03;0.371563556;1;0.470003629;3.277144733;10.27852782;3.80666249;0.322083499;0.046263866;0.393244937;0.560350218;-2.71956557
Dicrolene introniger;3.03;0.371563556;1;0.470003629;3.277144733;10.27852782;3.583518938;0.113328685;0.039553473;0.374683738;0.585628841;-2.879778488
Diodon holocanthus;3.85;NA;1;NA;NA;NA;3.931825633;NA;NA;NA;NA;-2.91193406
Diodon hystrix;3.67;NA;1;NA;NA;NA;4.521788577;NA;NA;NA;NA;-2.29597911
Diplecogaster bimaculata;3.39;0.336472237;2;NA;1.386294361;5.278114659;1.945910149;0.58221562;0.110397192;0;0.889647285;1.727812053
Diplecogaster bimaculata bimaculata;3.39;0.336472237;2;NA;1.386294361;5.278114659;1.386294361;0.58221562;0.071187081;0;0.928863971;0.976427138
Diplectrum;3.975;0.609765572;1;0.741937345;3.109060959;14.69468492;3.258096538;0.500775288;0;0.586866837;0.412914637;0.991855883
Diplectrum bivittatum;3.975;0.609765572;1;0.741937345;3.044522438;14.77749345;3.258096538;0.500775288;0;0.581425319;0.418358988;1.02929536
Diplectrum formosum;4.49;0.609765572;1;0.741937345;3.044522438;14.67891262;3.433987204;0.500775288;0;0.692647856;0.30708878;-1.074905705
Diplodus annularis;3.64;0.530628251;1;0.832909123;2.63905733;11.6526961;3.17805383;0.202940844;0;0.42657969;0.573262715;0.826820331
Diplodus bellottii;3.55;0.530628251;1;1.335001067;2.163323026;11.6526961;3.433987204;0.165514438;0;0.388313614;0.611546329;-0.845193488
Diplodus cervinus;2.99;0.530628251;1;1.335001067;3.583518938;11.6526961;3.988984047;0.165514438;0.04175144;0.459235692;0.498843904;-1.421155468
Diplodus holbrookii;2.32;0.530628251;1;1.335001067;2.63905733;11.6526961;3.850147602;0.31481074;0.000715972;0.255064846;0.744132587;1.489005089
Diplodus sargus;3.216;0.876856663;1;1.335001067;2.397895273;11.6526961;3.555348061;0.168335315;0.023387924;0.34834984;0.628138002;1.991805723
Diplodus vulgaris;3.52;0.641853886;1;1.098612289;2.036881927;9.644587282;3.828641396;0.282669531;0.051760109;0.346589283;0.601530014;1.830070609
Diplogrammus pauciradiatus;3.5;0.604315967;1;1.458615023;1.609437912;8.517393171;1.791759469;0.385262401;6.99E-05;0.107157393;0.892746315;1.101651366
Dipturus;3.51;5.039093167;1;2.459588842;3.951243719;3.713572067;4.727387819;0.058268908;0.616335372;0.162632749;0.221014778;0.752200349
Dipturus batis;3.52;5.141663557;1;2.48490665;3.951243719;3.713572067;5.655991811;0.058268908;0.652458085;0.236183691;0.111313732;-0.187154705
Dipturus garricki;3.51;5.039093167;1;2.459588842;3.951243719;3.713572067;4.615120517;0.076961041;0.61295926;0.153294295;0.233732882;0.634452265
Dipturus laevis;3.5;5.039093167;1;2.459588842;3.951243719;3.713572067;5.030437921;0.131028262;0.625320225;0.186103991;0.188549843;0.348269417
Dipturus linteus;3.51;5.039093167;1;2.459588842;3.951243719;3.713572067;4.890349128;0.067658648;0.621235959;0.176187957;0.202553848;1.667075469
Dipturus nidarosiensis;3.5;5.039093167;1;2.459588842;3.951243719;3.713572067;5.442417711;0.058268908;0.637709318;0.220372689;0.141879071;2.115875882
Dipturus olseni;3.51;5.039093167;1;2.459588842;3.951243719;3.713572067;4.110873864;0.076961041;0.59779551;0.11135079;0.290856024;0.12185946
Dipturus oxyrinchus;3.5;4.94875989;1;2.459588842;3.951243719;3.713572067;5.017279837;0.061408628;0.617818066;0.189789431;0.192364708;-0.402422566
Dolichopteryx;3;0.845868268;1;NA;NA;6.278521424;1.791759469;0.405465108;NA;NA;NA;-1.363195302
Dolichopteryx longipes;3;0.845868268;1;NA;NA;6.278521424;1.791759469;0.405465108;NA;NA;NA;-0.425619889
Dormitator maculatus;2.24;0.254642218;2;1.098612289;1.609437912;10.84908463;3.433987204;0.451075619;0.056143129;0.027392392;0.916477237;-0.561367203
Dorosoma cepedianum;2.4;0.760805829;1;1.098612289;1.609437912;12.55376739;4.060443011;0.254642218;0;0.200359302;0.799580846;0.946791778
Dorosoma petenense;2.76;0.760805829;1;1.098612289;1.609437912;9.296609807;3.526360525;0.254642218;0.037366505;0.138154298;0.824443596;-2.822444144
Dysomma anguillare;4.09;0.693147181;1;NA;NA;13.45094888;4.077537444;NA;NA;NA;NA;-3.28739405
Echeneis;3.68;0.792992516;1;1.609437912;NA;9.854874873;4.532599493;NA;NA;NA;NA;-3.512712707
Echeneis naucrates;3.68;0.792992516;1;1.609437912;NA;9.854874873;4.709530201;NA;NA;NA;NA;-3.029840002
Echeneis neucratoides;3.68;0.792992516;1;1.609437912;NA;9.854874873;4.33073334;NA;NA;NA;NA;-2.949938356
Echiichthys;4.41;0.78845736;1;0.693147181;2.708050201;11.98293534;2.772588722;0.285178942;0.010026247;0.530276998;0.459495805;-3.212378684
Echiichthys vipera;4.41;0.78845736;1;0.693147181;2.708050201;11.98293534;2.772588722;0.285178942;0.010026247;0.530276998;0.459495805;1.792456099
Echiodon dawsoni;4.03;0.824175443;1;NA;NA;NA;2.48490665;NA;NA;NA;NA;2.234649135
Echiodon dentatus;4.03;0.824175443;1;NA;NA;NA;2.890371758;NA;NA;NA;NA;0.65362733
Echiodon drummondii;4.03;0.824175443;1;NA;NA;NA;3.433987204;NA;NA;NA;NA;1.942347344
Echiophis;3.612857143;1.383791231;1;NA;NA;9.434842999;5.141663557;0.262364264;NA;NA;NA;1.527634179
Echiophis intertinctus;3.612857143;1.383791231;1;NA;NA;9.434842999;5.198497031;0.262364264;NA;NA;NA;-2.755724762
Echiophis punctifer;3.612857143;1.383791231;1;NA;NA;9.434842999;5.141663557;0.262364264;NA;NA;NA;-1.456610087
Elacatinus horsti;3.34;0.712949808;2;0.78845736;1.791759469;9.578172839;1.791759469;0.78845736;0.091218837;0.033958546;0.874832571;-1.9372207
Elacatinus macrodon;3.34;0.712949808;2;0.78845736;1.791759469;9.578172839;1.609437912;0.78845736;0.085736047;0.018792942;0.89548671;-1.615522612
Elacatinus oceanops;3.5;0.712949808;2;0.78845736;1.791759469;9.578172839;1.791759469;0.78845736;0.093274787;0.061744564;0.844979277;-1.138671425
Elacatinus xanthiprora;3.34;0.712949808;2;0.78845736;1.791759469;9.578172839;1.609437912;0.78845736;0.085736047;0.018792942;0.89548671;-1.541440817
Elassodiscus;3.7225;0.837247525;1;1.435084525;1.791759469;7.905810313;3.044522438;0.300104592;0.078247991;0.233953838;0.687725021;-0.714750297
Elassodiscus caudatus;3.7225;0.837247525;1;1.435084525;1.791759469;7.905810313;2.302585093;0.352064331;0.055936385;0.172239095;0.771774746;-1.483106756
Elassodiscus tremebundus;3.7225;0.837247525;1;1.435084525;1.791759469;7.905810313;3.555348061;0.364643114;0.093609584;0.276444585;0.629856586;0.762578585
Electrona risso;3.4;0.405465108;1;0.405465108;0.916290732;8.014996894;2.197224577;0.322083499;0;0.052880491;0.947118837;3.588839324
Eleginus gracilis;4.1;0.993251773;1;1.098612289;2.772588722;11.48247657;4.114963849;0.173953307;0.07580028;0.56738131;0.356607136;-2.444885715
Elopidae;3.73;NA;1;1.098612289;NA;NA;4.204692619;0.231111721;NA;NA;NA;-1.928669173
Elops saurus;3.49;NA;1;1.098612289;NA;NA;3.761200116;0.231111721;NA;NA;NA;-2.297488712
Embassichthys bathybius;3.511666667;0.966983846;1;1.916922612;3.33220451;13.3853454;3.871201011;0.159848701;0.0324355;0.548908709;0.418448554;-1.349987079
Embiotoca lateralis;3.33;0.223143551;3;1.386294361;2.397895273;3.044522438;3.663561646;0.173953307;0.368448869;0;0.631600031;-1.18435617
Embiotocidae;3.3125;0.223143551;3;1.131402111;1.386294361;3.044522438;3.33220451;0.173953307;0.274009058;0;0.72605759;-2.382423127
Emblemaria atlantica;3.4;NA;2;0.693147181;1.791759469;7.643961949;2.079441542;NA;NA;NA;NA;-2.460049037
Emblemaria pandionis;3.4;NA;2;0.693147181;1.791759469;7.643961949;1.945910149;NA;NA;NA;NA;-2.460049037
Emblemaria piratula;3.4;NA;2;0.693147181;1.791759469;7.643961949;1.386294361;NA;NA;NA;NA;-3.637643032
Enchelyopus cimbrius;3.53;0.598836501;1;1.386294361;2.302585093;13.12236538;3.725693427;0.202124184;0;0.450127264;0.549709242;-4.089332956
Engraulidae;3.367142857;0.916290732;1;0.741937345;1.722766598;11.90710041;2.847812143;0.331100693;0;0.25334162;0.74657441;-0.930081405
Engraulis;3.14;0.916290732;1;0.693147181;1.609437912;12.33050464;2.890371758;0.378436436;0;0.210576696;0.78935913;-1.787232257
Engraulis encrasicolus;3.109999895;0.916290732;1;0.693147181;1.632503185;12.13511892;3.060270795;0.382992252;0;0.222518944;0.777410723;-2.672838471
Engraulis eurystole;3.14;0.916290732;1;0.741937345;1.945910149;11.726051;2.833213344;0.488580015;0;0.230555824;0.769368347;-1.922274882
Engraulis mordax;3.1;0.916290732;1;0.832909123;2.079441542;9.952610994;3.218875825;0.322083499;0.043904755;0.221136143;0.734888671;-3.452155421
Engyophrys senta;3.751111111;0.530628251;1;0.955511445;2.079441542;10.81979828;2.397895273;0.322083499;0;0.296425444;0.703473309;-3.094953103
Enophrys bison;3.34;1.085189268;2;1.589235205;2.360854001;10.31462543;3.63758616;0.173953307;0.176334536;0.235967737;0.587630187;-2.863232109
Enophrys diceraus;3.83;1.085189268;2;1.589235205;2.360854001;10.09417678;3.496507561;0.197483805;0.183387008;0.302678239;0.513840044;-2.092019964
Enophrys lucasi;3.83;1.085189268;2;1.589235205;2.360854001;10.00540088;3.044522438;0.173953307;0.171807856;0.262404213;0.565708701;-3.039072681
Enophrys taurina;3.83;1.085189268;2;1.589235205;2.360854001;10.36397732;2.890371758;0.165514438;0.159041537;0.260397281;0.580481811;-3.159233252
Entelurus aequoreus;3.539999962;0.78845736;3;1.098612289;2.140066163;6.244721532;4.113213047;0.553885113;0.358802367;0.098995631;0.542204718;-2.876611078
Entosphenus tridentatus;4.5;0.708035793;1;1.931521412;2.302585093;10.96821553;4.343805422;0.182321557;0.062986025;0.617508046;0.319274348;-3.159233252
Eopsetta jordani;4.05;0.966983846;1;2.116255515;3.583518938;13.59236826;3.988984047;0.138021298;0.045718083;0.678733046;0.275288797;-3.039599719
Ephippion guttifer;3.55;0.615185639;NA;0.693147181;2.054123734;10.9363873;4.394449155;0.300104592;NA;NA;NA;-1.804659734
Epigonus;3.505;0.336472237;1;3.616308761;3.768152635;NA;3.401197382;0.231111721;NA;NA;NA;-2.63030381
Epigonus denticulatus;3.42;0.336472237;1;3.616308761;3.768152635;NA;3.044522438;0.231111721;NA;NA;NA;-1.916071007
Epigonus macrops;3.505;0.336472237;1;3.616308761;3.768152635;NA;2.772588722;0.231111721;NA;NA;NA;-3.175133346
Epigonus pandionis;3.505;0.336472237;1;3.616308761;3.768152635;NA;2.995732274;0.231111721;NA;NA;NA;-3.175133346
Epigonus telescopus;3.59;0.336472237;1;3.616308761;4.65396035;NA;4.33073334;0.231111721;NA;NA;NA;-3.276727661
Epinephelus;3.89;0.58221562;1;1.589235205;3.242592351;15.34127204;4.262679877;0.113328685;0;0.699073021;0.300660678;-1.410598049
Epinephelus adscensionis;3.53;0.58221562;1;1.589235205;2.564949357;15.34127204;4.110873864;0.135404637;0;0.548104735;0.451695846;-1.250059456
Epinephelus drummondhayi;3.89;0.58221562;1;1.589235205;3.828641396;15.34127204;4.691347882;0.122217633;0.00219015;0.802274818;0.195222186;-1.461581433
Epinephelus guttatus;3.84;0.58221562;1;1.386294361;3.135494216;12.64755141;4.290459441;0.169742775;0.029838299;0.623023481;0.346901518;-1.038888499
Epinephelus itajara;4.09;0.58221562;1;1.945910149;3.63758616;15.34127204;5.525452939;0.122217633;0.024128458;0.890960299;0.084564143;-2.903126771
Epinephelus morio;3.5;0.58221562;1;1.589235205;3.258096538;16.00001975;4.836281907;0.131028262;0;0.698577398;0.301157267;-1.688925413
Eptatretus deani;3.77;1.619388243;1;2.197224577;NA;2.708050201;4.17438727;0.113328685;NA;NA;NA;-1.568764842
Eptatretus stoutii;4.24;1.791759469;1;2.48490665;NA;2.708050201;4.025351691;0.113328685;NA;NA;NA;-1.923995065
Equetus lanceolatus;3.43;0.559615788;1;1.193922468;2.833213344;12.65037057;3.258096538;0.235072122;0;0.430387031;0.569455647;-1.688925413
Equetus punctatus;3.52;0.559615788;1;1.193922468;2.833213344;12.65037057;3.33220451;0.231111721;0;0.454605453;0.545226832;-2.975346325
Erotelis smaragdus;3.366923077;0.254642218;2;1.098612289;1.609437912;10.84908463;3.044522438;0.254642218;0.058911724;0.190700912;0.750332623;-3.273230961
Etelis oculatus;4.18;0.565313809;1;1.386294361;2.944438979;16.1564455;4.543294782;0.350656872;0;0.762316017;0.237394434;-0.667694746
Etmopterus;4.183333333;4.709530201;3;1.791759469;4.060443011;2.397895273;4.189654742;0.165514438;0.822505742;0.048644189;0.128894744;-1.292823393
Etmopterus gracilispinis;4.28;4.709530201;3;1.791759469;4.060443011;2.397895273;3.583518938;0.165514438;0.805520109;0.015012876;0.179523944;-2.729703605
Etmopterus princeps;4.183333333;4.709530201;3;1.791759469;4.060443011;2.397895273;4.110873864;0.165514438;0.820136636;0.042091153;0.137819367;-2.015156742
Etmopterus pusillus;4.22;4.709530201;3;1.791759469;4.060443011;2.397895273;3.931825633;0.165514438;0.815223437;0.033565456;0.151261309;-2.97290233
Etmopterus schultzi;4.183333333;4.709530201;3;1.791759469;4.060443011;2.397895273;3.433987204;0.165514438;0.79294766;0;0.207117447;-2.252903452
Etmopterus spinax;4.14;4.394449155;3;1.791759469;4.060443011;2.63905733;4.110873864;0.165514438;0.789324243;0.058512061;0.152202647;-2.600426788
Etmopterus virens;4.2;4.709530201;3;1.791759469;4.060443011;2.397895273;3.17805383;0.165514438;0.776621207;0;0.223446415;-2.533552739
Etropus;3.465;0.737164066;1;0.587786665;0.78845736;16.95750538;2.833213344;0.378436436;0;0.243938881;0.756003662;-3.543952885
Etropus crossotus;3.49;0.737164066;1;0.587786665;0.78845736;16.95750538;2.833213344;0.378436436;0;0.248510526;0.751430086;-1.962995801
Etropus cyclosquamus;3.465;0.737164066;1;0.587786665;0.78845736;16.95750538;2.302585093;0.378436436;0;0.188372131;0.811595083;-2.645860327
Etropus microstomus;3.465;0.737164066;1;0.587786665;0.78845736;16.95750538;2.63905733;0.378436436;0;0.223607097;0.776344472;-2.996893435
Etropus rimosus;3.465;0.737164066;1;0.587786665;0.78845736;16.95750538;2.63905733;0.378436436;0;0.223607097;0.776344472;-2.943415424
Etrumeus teres;3.56;0.871293366;1;1.131402111;1.386294361;NA;3.135494216;0.343589704;NA;NA;NA;-2.357117907
Eucinostomus;2.993333333;0.518793793;1;0.832909123;2.174751721;NA;3.295836866;0.405465108;NA;NA;NA;-2.864100653
Eucinostomus argenteus;3.24;0.518793793;1;0.832909123;2.174751721;NA;3.044522438;0.405465108;NA;NA;NA;-1.877368511
Eucinostomus gula;2.68;0.518793793;1;0.832909123;2.174751721;NA;3.17805383;0.405465108;NA;NA;NA;-1.342004612
Eucinostomus harengulus;3.26;0.518793793;1;0.832909123;2.174751721;NA;2.772588722;0.405465108;NA;NA;NA;-2.517144039
Eucinostomus melanopterus;3.39;0.518793793;1;0.832909123;2.174751721;NA;3.295836866;0.405465108;NA;NA;NA;-2.119588657
Eucryphycus californicus;3.285;1.887069649;2;1.504077397;2.48490665;6.908754779;3.135494216;0.122217633;0.304550815;0.049510542;0.6459544;-2.219568672
Euleptorhamphus velox;3.4;0.916290732;1;0.693147181;1.386294361;7.803435057;4.127134385;0.565313809;0.103071584;0.227986853;0.668873664;0.540823699
Eumecichthys fiski;4.5;1.266947603;1;NA;NA;14.0249178;5.017279837;NA;NA;NA;NA;-0.54684541
Eumesogrammus praecisus;3.5;1.266947603;2;1.458615023;2.397895273;10.37352243;3.135494216;0.167207919;0.177362866;0.217139496;0.605437135;3.779391003
Eumicrotremus;3.31;1.141033005;2;0.693147181;1.667706821;7.184629153;2.564949357;0.157003749;0.192650635;0;0.807382398;2.121906285
Eumicrotremus andriashevi;3.31;1.141033005;2;0.965080896;1.667706821;7.184629153;1.791759469;0.146262507;0.138476215;0;0.861565903;0.558494028
Eumicrotremus asperrimus;3.31;1.141033005;2;0.693147181;1.667706821;7.184629153;2.564949357;0.157003749;0.192650635;0;0.807382398;0.169168928
Eumicrotremus barbatus;3.31;1.141033005;2;0.693147181;1.667706821;7.184629153;2.079441542;0.157003749;0.158632984;0;0.841405754;-0.044581646
Eumicrotremus derjugini;3.25;0.810930216;2;0.693147181;1.667706821;7.601402335;2.427748236;0.157003749;0.156279837;0;0.843749619;0.425939737
Eumicrotremus gyrinops;3.31;1.141033005;2;0.693147181;1.667706821;7.184629153;1.791759469;0.157003749;0.138476215;0;0.861565903;0.169403187
Eumicrotremus orbis;3.2;1.141033005;2;0.693147181;1.667706821;7.184629153;2.944438979;0.157003749;0.208323085;0.000662615;0.791045967;-1.455096067
Eumicrotremus phrynoides;3.31;1.141033005;2;0.693147181;1.667706821;7.184629153;2.079441542;0.157003749;0.158632984;0;0.841405754;0.125435815
