"","spp","hadsstannp0","hadsstannp10","hadsstannp25","hadsstannp50","hadsstannp75","hadsstannp90","hadsstannp100","hadsstwannp0","hadsstwannp10","hadsstwannp25","hadsstwannp50","hadsstwannp75","hadsstwannp90","hadsstwannp100","en4sbtannp0","en4sbtannp10","en4sbtannp25","en4sbtannp50","en4sbtannp75","en4sbtannp90","en4sbtannp100","en4sbtwannp0","en4sbtwannp10","en4sbtwannp25","en4sbtwannp50","en4sbtwannp75","en4sbtwannp90","en4sbtwannp100","en4sstannp0","en4sstannp10","en4sstannp25","en4sstannp50","en4sstannp75","en4sstannp90","en4sstannp100","en4sstwannp0","en4sstwannp10","en4sstwannp25","en4sstwannp50","en4sstwannp75","en4sstwannp90","en4sstwannp100","NA","NA","NA","NA","speciesName","decade","mean","quantile0.","quantile10.","quantile25.","quantile50.","quantile75.","quantile90.","quantile100.","wtd.mean","wtd.quantile0.","wtd.quantile10.","wtd.quantile25.","wtd.quantile50.","wtd.quantile75.","wtd.quantile90.","wtd.quantile100.","sampleSize","cellCount","maxent_mean","maxent_quantile0.","maxent_quantile10.","maxent_quantile25.","maxent_quantile50.","maxent_quantile75.","maxent_quantile90.","maxent_quantile100.","maxent_wtd.mean","maxent_wtd.quantile0.","maxent_wtd.quantile10.","maxent_wtd.quantile25.","maxent_wtd.quantile50.","maxent_wtd.quantile75.","maxent_wtd.quantile90.","maxent_wtd.quantile100.","maxent_cellCount"
"724",24312,22.49,24.58,25.48,26.57,27.61,28.38,29.13,22.58,24.6238998604326,25.5097496510814,26.5994993021628,27.65,28.4,29.13,0.772621459960931,1.05070495605469,1.1437322998047,1.24186035156248,1.41740539550779,1.6523376464844,2.7109436035156,0.77431396484377,1.04829221941885,1.1435113066988,1.24096811255954,1.41588010741378,1.65161955856462,2.7109436035156,22.9193658447265,24.8592578125,25.6834368896484,26.8530444335938,27.9261303710937,28.6344372558594,29.3130267333984,23.0069641113281,24.8807831349129,25.7201156307413,26.8741460892009,27.9502164913903,28.6410783745278,29.3130267333984,NA,NA,NA,NA,"Chromis vanderbilti","60-09",26.1528763506148,17.8810501098633,24.4618227005005,25.2302002906799,26.0098085403442,27.7242951393127,28.4440992355347,29.0849990844727,26.2159039114505,21.6434497833252,24.6628475083479,25.2837980105487,26.2563635181011,27.7318519027411,28.4604802109796,29.0849990844727,1467,72,26.0522445665993,14.6624002456665,22.516934967041,24.6880207061768,26.8117418289185,27.9834837913513,28.6198165893555,29.4841175079346,26.1552038576076,14.73313331604,22.7204906615824,24.855592117666,26.8926041130986,28.0181671938512,28.6321085466465,29.4841175079346,12148
"725",24314,23.52,25.749,26.94,27.94,28.6,28.93,29.49,23.59,25.8,26.98,27.96,28.61,28.94,29.49,0.768176879882787,1.11548364257814,1.29741958618163,1.64682525634765,2.74660614013669,21.1054310913086,29.2143792724609,0.770563964843745,1.11262553537413,1.29730523369442,1.65195674553827,2.78928612180147,21.462662431548,29.2143792724609,23.978890991211,26.0378715820312,27.218611907959,28.3278558349609,28.906720123291,29.2366124267578,29.6905072021484,23.9869927978515,26.1127460402005,27.2625742942816,28.3449778259428,28.9135828740492,29.2412918899854,29.6905072021484,NA,NA,NA,NA,"Chromis viridis","60-09",27.2683568102248,24.1566505432129,25.4669040679932,26.2845830917358,27.4558506011963,28.4559755325317,28.7420269012451,29.0117168426514,27.303186508208,24.5867671966553,25.5551115893776,26.3654610238824,27.6939972793645,28.4608092261072,28.7440030747318,29.0117168426514,188,47,26.8534704333623,18.5784664154053,24.0510332107544,25.8278331756592,27.3685913085938,28.3530669212341,28.8073276519775,29.5028991699219,26.906183168157,18.7652835845947,24.1576373791003,25.9048492096615,27.4047316250134,28.3712311356706,28.8168421209725,29.5028991699219,10934
"726",24315,18.38,25.17,26.3,27.33,28.25,28.8,29.49,18.46,25.23,26.35,27.36,28.2724542139694,28.81,29.49,0.0403161621093773,1.11854235839843,1.21285705566405,1.5128173828125,2.52175720214842,16.0697316894532,29.3383526611328,0.692573852539056,1.11745399573856,1.21183890878466,1.50774892313639,2.50606813986689,15.9327102428062,29.3383526611328,17.325703125,25.3366824951172,26.6116079711914,27.6878533935547,28.5821725463867,29.1353448486328,29.7951885986328,17.6920324707031,25.434432580102,26.6533159730202,27.7163271994324,28.6019090992144,29.1486993798377,29.7951885986328,NA,NA,NA,NA,"Chromis weberi","60-09",26.2624844142369,22.2276000976562,24.4996566772461,25.4305334091187,26.3762168884277,27.1792669296265,28.4218734741211,28.7813491821289,26.3144100145796,23.0570507049561,24.676465207109,25.5307375395153,26.5329123072762,27.2340498457331,28.4430560178679,28.7813491821289,476,35,26.8436870968548,20.9599990844727,24.4945728302002,25.8095664978027,27.1074657440186,28.1309328079224,28.7283531188965,29.4908332824707,26.8822200164097,21.4904499053955,24.5495075833784,25.8565869062363,27.1458673424498,28.1660687529055,28.736774438917,29.4908332824707,5379
"727",24320,18.97,25.65,26.7875,27.73,28.48,28.89,29.49,19.21,25.71,26.83,27.76,28.49,28.9,29.49,0.767374267578134,0.996049438476564,1.13640365600587,1.3143328857422,1.81245895385742,3.98482940673829,29.2143792724609,0.768176879882787,0.993317636473545,1.13602594760464,1.31357154582489,1.81124512575254,3.97680312330612,29.2143792724609,18.8176904296875,25.8459671020508,27.0740005493164,28.0691973876953,28.7770733642578,29.1949110107422,29.6905072021484,18.8854852294922,25.9070106450722,27.1073913047713,28.0971013960733,28.7874924442624,29.204784685928,29.6905072021484,NA,NA,NA,NA,"Chromis xanthura","60-09",27.3265937964122,24.698450088501,25.5092615127563,26.4909620285034,27.6539325714111,28.3706789016724,28.5209020614624,29.0849990844727,27.3469721383458,24.9664669036865,25.6871678193385,26.537847392085,27.7272319960297,28.3753072604454,28.5239732999248,29.0849990844727,927,48,26.8702231878522,19.3398666381836,24.2624168395996,25.9412326812744,27.3472843170166,28.1961841583252,28.702600479126,29.4908332824707,26.9137878514271,19.3982162475586,24.3401923552628,26.0091013783743,27.3765858276555,28.220535796595,28.7091975485616,29.4908332824707,10701
"728",24476,18.48,25.631,26.97,27.94,28.58,28.96,29.49,18.63,25.75,27.03,27.97,28.59,28.97,29.49,0.0403161621093773,1.0083698120117,1.14559982299804,1.34303375244141,1.86655853271486,3.96203546142578,29.2143792724609,0.768176879882787,1.00716836679566,1.14515005819332,1.343645328156,1.87150533372856,3.96358998763473,29.2143792724609,17.9695422363282,25.8086058959961,27.2580567932129,28.2589352416992,28.8652171325684,29.2461130981445,29.6905072021484,18.1898236083985,25.9200251243601,27.3408428932481,28.2767735867935,28.8778902594001,29.2558379418186,29.6905072021484,NA,NA,NA,NA,"Chrysiptera brownriggii","60-09",27.6042749541146,23.6648998260498,25.9772415161133,26.822895526886,28.2785005569458,28.4722585678101,28.7915796279907,29.0117168426514,27.6368969421367,23.8267498016357,26.2688855207254,27.1022227677048,28.2924158422459,28.4927889318029,28.8300843286243,29.0117168426514,220,28,26.629740298411,16.0795669555664,23.5467262268066,25.5561742782593,27.2768001556396,28.2888422012329,28.7814159393311,29.5028991699219,26.7016047945731,16.1042499542236,23.7130787024416,25.6772904435434,27.3242293499553,28.3183712976165,28.7956625004992,29.5028991699219,11695
"729",24478,22.68,26.55,27.38,28.11,28.7,29.08,29.5,22.81,26.59,27.4,28.12,28.71,29.09,29.5,0.768176879882787,0.976205078124985,1.13258087158204,1.34815002441405,2.00139831542967,5.96481884765624,29.3383526611328,0.770563964843745,0.975857150469806,1.1313372745103,1.346763509375,1.99833442463011,5.95448943888094,29.3383526611328,23.4277160644531,26.7848084716797,27.6851248168945,28.412163696289,28.980061340332,29.3436724853516,29.7951885986328,23.513062133789,26.8161746928809,27.7104703198239,28.428929790599,28.9845662864196,29.3495257094076,29.7951885986328,NA,NA,NA,NA,"Chrysiptera cyanea","60-09",27.3685471216838,23.1130657196045,25.1626962661743,26.8888912200928,27.991250038147,28.45734167099,28.8331245422363,29.0849990844727,27.4174042868328,23.5149669647217,26.2982117564547,27.049212416761,28.2992617519454,28.4833098713753,28.8942359287076,29.0849990844727,41,18,27.4142922631098,21.9525661468506,25.4905143737793,26.6609125137329,27.6568584442139,28.4676251411438,28.8646015167236,29.5028991699219,27.4347596845684,22.1252326965332,25.5329981176094,26.6909752998615,27.6747041603327,28.4803013227911,28.8718751466665,29.5028991699219,9484
"730",24480,13.59,26.397,27.93,28.46,28.7125,28.949,29.46,13.91,26.53,27.94,28.47,28.72,28.95,29.46,1.04356750488279,1.75814422607424,2.55920486450196,5.42892364501952,26.3930018615723,28.0553604736328,29.2143792724609,1.06046508789063,1.76069938751331,2.5584622745495,5.43411385079671,26.4358401503087,28.0596443120359,29.2143792724609,12.2254754638672,26.8199010009766,28.1669062805176,28.7940774536133,29.023137512207,29.302714477539,29.6905072021484,12.5534582519531,26.9926595641211,28.1959977288656,28.799494499204,29.0274503926605,29.3054358574473,29.6905072021484,NA,NA,NA,NA,"Chrysiptera flavipinnis","60-09",25.8637715748378,24.5867671966553,24.7046751022339,25.0250916481018,25.8776416778564,26.706446647644,26.9533916473389,27.5002994537354,25.8863694038422,24.698450088501,24.7740059926489,25.2080290824238,25.9370375172529,26.7381136176332,27.0010790348379,27.5002994537354,112,14,27.7949811037151,24.0834331512451,26.216184425354,27.2466793060303,28.0308332443237,28.5930914878845,28.8731779098511,29.4874324798584,27.8189504698184,24.099250793457,26.2876608556211,27.2853017594478,28.0408002946815,28.6068800813328,28.8770276969718,29.4874324798584,1928
"731",24483,23.11,25.16,27.13,28.75,29.05,29.31,29.5,23.11,25.3048841283053,27.3044206415267,28.77,29.06,29.31,29.5,0.788762817382803,0.962625854492183,1.12253784179688,1.27764709472655,1.54779174804685,5.42260241699218,29.3383526611328,0.791634521484355,0.961179077264128,1.12047332673403,1.28091251177955,1.58337457564972,5.510696576572,29.3383526611328,22.928798828125,25.1491678466797,27.1946966552734,28.9828442382812,29.2951721191406,29.5041303710937,29.7951885986328,22.931400756836,25.2285783494675,27.4314082914167,28.9906554164456,29.3037986063524,29.5102446434291,29.7951885986328,NA,NA,NA,NA,"Chrysiptera glauca","60-09",27.0066630499704,24.5867671966553,25.5867532730103,26.3571119308472,27.0367088317871,28.1445336341858,28.4547966003418,28.5299663543701,27.0357954905622,25.5631332397461,25.8021862423872,26.3772345584777,27.3324460931572,28.3243217875914,28.4632960626658,28.5299663543701,29,14,28.163587830937,26.6454162597656,27.3485372543335,27.6482543945312,28.1540336608887,28.6692247390747,29.0037380218506,29.5028991699219,28.1679361663937,26.6658496856689,27.3555602053302,27.6517760539731,28.1599959652615,28.6730446224708,29.0096926600875,29.5028991699219,6898
"732",24492,10.46,20.528,24.7025,26.875,28.08,28.68,29.49,10.65,21.0648003234171,24.97,27,28.1410024256285,28.7,29.49,0.0403161621093773,1.33587506103513,1.65219512939454,2.45656738281249,8.84128433227539,22.8584428710937,29.2143792724609,0.144808959960926,1.33781632118773,1.65357464752592,2.43427807994291,8.25914319865281,23.0367787095315,29.2143792724609,9.97926269531251,20.4534453125,25.0530517578125,27.2432141113281,28.3969999694824,28.9899833374024,29.6905072021484,10.1061212158203,21.2526898499735,25.2584258618974,27.3504624323483,28.4602453919657,29.013147958924,29.6905072021484,NA,NA,NA,NA,"Chrysiptera rex","60-09",25.9831184587981,23.1130657196045,24.7150501251221,25.4112339019775,25.9169330596924,26.5425252914429,27.1337429046631,28.7813491821289,26.0116809617729,24.698450088501,24.8894929738451,25.506983222311,25.9993144203754,26.5705306339574,28.4019090646155,28.7813491821289,578,19,26.6856328256004,22.9437999725342,24.7508136749268,25.7480916976929,26.8733158111572,27.8038663864136,28.3224529266357,28.7344493865967,26.7202175265875,23.0104503631592,24.8106357309661,25.7925662190642,26.9190254927603,27.8285650493233,28.3401292825029,28.7344493865967,1527
"733",24493,9.28,19.107,24.435,27.3,28.4,28.79,29.49,9.48,19.69,24.9221298013383,27.42,28.44,28.81,29.49,0.0403161621093773,1.46012054443359,1.92459671020507,3.49453735351562,13.6983567810059,24.9447057495117,29.3383526611328,0.144808959960926,1.46526577206645,1.91436323258664,3.44784156987629,13.7035436282635,25.1545338198816,29.3383526611328,7.9091271972656,18.9353953857422,24.7432908630371,27.5831631469727,28.7041407775879,29.1349751586914,29.7951885986328,8.47374023437499,19.5513745180585,25.2072535279131,27.7131410080289,28.746640560171,29.1664953008041,29.7951885986328,NA,NA,NA,NA,"Chrysiptera rollandi","60-09",26.2727697160509,23.1130657196045,24.8675601959229,25.3309001922607,25.9169330596924,27.0632085800171,28.554850769043,28.7401676177979,26.3105863574259,24.698450088501,25.0520921535371,25.3587462463507,26.0187810820782,27.3171996175639,28.6969533257095,28.7401676177979,782,27,26.3502496546359,16.9939994812012,21.5492191314697,25.3303165435791,27.3680000305176,28.3821830749512,28.7901161193848,29.4902839660645,26.4890289016112,17.0236167907715,22.0055754749072,25.5584167009179,27.4576133919842,28.4182268343738,28.8055791452257,29.4902839660645,3517
"734",24498,18.38,25.371,26.84,28.12,28.65,29.01,29.49,18.46,25.3919411676554,26.92,28.15,28.65,29.02,29.49,0.768176879882787,1.38698986816405,1.71087661743164,2.33083221435547,7.72521057128904,26.6142295532227,29.2143792724609,0.770563964843745,1.3870273831029,1.71542639392255,2.34533731487094,7.75727139232221,26.78546944129,29.2143792724609,18.0913696289062,25.7469966430664,27.2377278137207,28.419397277832,28.9579093933105,29.3364713134766,29.6905072021484,18.1308282470703,25.797767024791,27.3069453424269,28.4531081374594,28.9625665525076,29.3536775923832,29.6905072021484,NA,NA,NA,NA,"Chrysiptera talboti","60-09",26.5624672344753,24.698450088501,24.9330467224121,25.5199332237244,26.4298334121704,27.4520998001099,28.4401668548584,29.0117168426514,26.5958443485889,24.7192001342773,25.0722509447927,25.5814473018213,26.5107778990025,27.737804236856,28.616363827362,29.0117168426514,672,28,26.3428445497936,17.5765495300293,21.2801828384399,25.2732210159302,27.4382085800171,28.3883953094482,28.7679004669189,29.4902839660645,26.4863302961043,17.6648502349854,21.7430372830745,25.5265693081591,27.5390384147291,28.4221196231183,28.7842031157985,29.4902839660645,2986
"735",24502,10.62,23.847,26.38,27.55,28.46,28.86,29.5,10.89,24.1697064380107,26.51,27.59,28.49,28.87,29.5,0.0403161621093773,0.959457946777354,1.17383712768554,1.48914947509766,2.22271926879883,7.87176922607422,29.3383526611328,0.139775390625005,0.959683504374753,1.17367849954516,1.49028852864404,2.20439104705817,7.54097223012939,29.3383526611328,7.9091271972656,24.0417877197265,26.6597210693359,27.9666006469726,28.8256072998047,29.2350435180664,29.7951885986328,8.44469238281249,24.4214953442902,26.8203113954046,28.0135102586767,28.8462532050322,29.2462065020065,29.7951885986328,NA,NA,NA,NA,"Chrysiptera unimaculata","60-09",26.1573321398567,23.1130657196045,24.465210723877,25.4922828674316,26.3542995452881,26.7992324829102,28.0717029571533,28.7643165588379,26.2005640870833,24.1566505432129,24.9261000241388,25.5433778352157,26.3592756058079,26.9904214809997,28.6291965513702,28.7643165588379,30,17,27.8939434644204,24.446382522583,26.3905960083008,27.3488674163818,28.0953998565674,28.6550674438477,29.0097206115723,29.4908332824707,27.91583117642,24.5108509063721,26.4364874599529,27.3783732209293,28.1197793910929,28.6629109946862,29.0123477461519,29.4908332824707,2877
"736",24507,7.97,16.414,18.8,24.145,27.5,27.833,27.96,8.38,16.9446642657881,19.4181744518498,25.2390827242776,27.5318165448555,27.8450899269133,27.96,0.538420410156277,1.76517303466796,2.47502059936525,7.37639892578125,14.468953704834,19.8037861328125,28.0472344970703,0.775354614257822,1.75775760936727,2.45589388739271,7.29782764219964,14.5413878354573,21.8474394329603,28.0472344970703,7.6762091064453,14.8802594604492,18.5723840332032,24.7606167602539,27.7042027282715,27.8331851196289,28.0561004638672,8.73527893066404,15.4392663805228,19.8980325641229,25.2566802590829,27.717377611711,27.874033205955,28.0561004638672,NA,NA,NA,NA,"Chrysoblephus cristiceps","60-09",20.3769079509534,17.6466331481934,18.0603969573975,18.5307416915894,19.9924163818359,22.2470836639404,23.1496940612793,24.1691493988037,20.4146667617652,17.8518505096436,18.2000397413864,18.829422825843,20.0337919231322,22.455319925908,23.2557882953859,24.1179872056542,39535,19,20.3891188508721,15.3679666519165,17.7846366882324,18.7226009368896,20.0504341125488,22.005916595459,23.7270431518555,25.1954669952393,20.4723629531742,15.8791666030884,17.8031393088122,18.8291587723628,20.2712815023422,22.1013215135632,23.8108805379342,25.1954669952393,465
"737",24508,10.33,17.308,19,24,27.53,27.818,27.96,11.51,17.4763359755102,19.6114698928573,24.9213391734707,27.6306299540817,27.83,27.96,0.775354614257822,1.96612316894532,2.59316467285157,4.18793151855471,13.4221380615234,19.0555922851562,28.0472344970703,0.778717041015625,1.95939282322031,2.46474365334929,4.1172967825417,13.4690339520816,19.1325389695771,28.0472344970703,10.452890625,15.65539453125,19.7652893066406,24.7305218505859,27.7172094726562,27.9108895263672,28.0975909423828,11.8527819824219,15.9597558090165,20.3499371023288,25.2494404331379,27.7368409975243,27.9236644732849,28.0975909423828,NA,NA,NA,NA,"Chrysoblephus gibbiceps","60-09",19.8024891563084,17.4417839050293,17.6665332794189,18.2014417648315,18.9599990844727,21.0213499069214,23.0150074005127,24.1691493988037,19.8362198129043,17.5480995178223,17.728292315102,18.3129930874082,19.3735354283182,21.7255540650639,23.2359485449761,24.1691493988037,40707,23,19.8206083931565,14.5708332061768,16.7196136474609,17.8925170898438,19.4161338806152,21.5481491088867,23.9228233337402,25.1954669952393,19.9372535035432,14.680832862854,16.8119766562577,17.9639108964421,19.5476638440839,21.7177344283142,24.0059420271897,25.1954669952393,653
"738",24509,-1.8,-0.95,2.3825,15.285,26.94,28.447,29.49,-1.8,1.50846588898278,10.1623294449139,23.75,27.86,28.626193000845,29.49,-2.12393005371092,-0.331249145507803,0.851766510009767,2.42300567626955,5.93537185668946,15.5507913208008,29.3383526611328,-1.91059936523436,0.396627573092231,1.76135593094555,2.97137824242686,8.259216350983,21.5802271892376,29.3383526611328,-2.19496520996091,-0.502080383300784,2.88740692138673,15.3105670166016,27.2612448120117,28.7484529418945,29.7951885986328,-1.94134033203125,2.27317273017184,9.91471452824511,24.0763935123459,28.0631664281463,28.9322986292752,29.7951885986328,NA,NA,NA,NA,"Chrysoblephus laticeps","60-09",19.6673277900332,17.4417839050293,17.6466331481934,18.1125335693359,18.9599990844727,20.5144672393799,22.8468341827393,24.1691493988037,19.6952023991367,17.5480995178223,17.7116337903145,18.1609190250078,19.156399974985,20.9194802575833,23.0317020180414,24.1691493988037,175115,21,18.6467330008383,-1.79392945766449,5.99135665893555,10.4855337142944,19.735050201416,27.3067169189453,28.4804935455322,29.4392509460449,20.6598359754087,-1.68714570999146,8.38400056414771,14.8325329365893,23.5157789078347,27.8255565733546,28.5811634934495,29.4392509460449,4453
"739",24842,5.43,7.382,8.65,9.89,11.205,13.11,20.48,5.93,7.48522049710469,8.81326281069043,10.0165256213809,11.5489421603565,13.5339689478845,20.48,-0.906893310546877,1.36219335937499,3.87356903076173,6.45375122070311,8.34975219726564,10.8604090576172,16.0062017822266,-0.880944824218773,2.38706212213149,3.95446063500872,7.21200107784498,8.6681829556348,11.1321578348773,16.0062017822266,4.87546386718748,6.87542761230467,8.04054473876954,9.76739074707029,10.9333117675781,12.6182625732422,19.6380029296875,5.14187622070312,7.00138749867918,8.10628903816125,9.83811277780597,11.2217271428161,13.083321787191,19.6380029296875,NA,NA,NA,NA,"Ciliata mustela","60-09",11.1239413339265,6.96193313598633,9.83680858612061,10.1463372707367,10.8670582771301,11.8809878826141,12.7269418716431,15.7395830154419,11.229409780441,9.66928291320801,9.87051911987542,10.2905680517929,10.9745537358673,12.1694503602015,12.7467498779297,15.687720894158,9279,98,11.3763733501166,8.91870021820068,9.75432300567627,10.0768666267395,11.1803503036499,12.7186169624329,13.3812635421753,14.4306335449219,11.5153241762369,9.13399982452393,9.7839315853184,10.1649529013893,11.430570835481,12.8307559135917,13.4887780870065,14.4306335449219,355
"740",24843,8.57,9.612,10.04,10.885,12.195,12.969,15.74,8.88,9.71250047551564,10.1181255943946,11.0904186479819,12.3750047551565,13.0375014265469,15.74,0.035380249023433,5.17064367675779,7.49505172729494,8.39964416503904,10.3184368896485,11.1220319213867,13.7597271728516,2.74782653808592,6.23831635586441,7.52042563504656,8.51460681514213,10.5113658642837,11.1802852371923,13.7597271728516,7.98897094726561,9.22158270263671,9.79723266601565,10.4674853515625,11.4701663208008,12.3295942993164,15.7718286132812,8.51688903808594,9.23189328666939,9.83435433893072,10.5986609655886,11.6888713683177,12.4525464385284,15.7718286132812,NA,NA,NA,NA,"Ciliata septentrionalis","60-09",11.1353791259056,9.66928291320801,9.82376708984375,10.3489751815796,11.2338333129883,11.7947835922241,12.4997032165527,12.7467498779297,11.1918240124189,9.74376678466797,9.86554545158858,10.5795553388876,11.3016519695987,11.9034228062651,12.5118999481201,12.7467498779297,189,43,11.2663688352031,8.81506633758545,9.65792789459229,10.0364711284637,11.1213164329529,12.5717709064484,13.1653718948364,14.2206335067749,11.3948072803116,8.86936664581299,9.75291847617273,10.1236930120788,11.3009272345944,12.7235747132802,13.3149385393253,14.1995751034579,372
"741",25171,22.35,26.78,27.43,28.06,28.67,29,29.5,22.4,26.8172539604256,27.44,28.07,28.67,29.01,29.5,0.538420410156277,0.977720336914047,1.12963302612303,1.33410247802735,1.97290023803708,4.44045379638672,29.3383526611328,0.772621459960931,0.977180252256709,1.1288126045457,1.33341057156216,1.97129041950871,4.38025422904871,29.3383526611328,20.5936181640625,26.9760195922852,27.7089117431641,28.3447723388672,28.9613706970215,29.2995663452148,29.7951885986328,22.3287060546875,27.0229271827672,27.7271128941152,28.3637103983114,28.9671910155691,29.3038342006333,29.7951885986328,NA,NA,NA,NA,"Cirrhilabrus cyanopleura","60-09",27.4919207890828,23.1130657196045,25.1052501678467,26.502788066864,28.3843421936035,28.7504630088806,28.8047946929932,28.9257831573486,27.5543838413591,24.9664669036865,26.3668810260902,27.6200578134418,28.5432512201991,28.7803858663654,28.8751067363988,28.9257831573486,23,12,27.8079847775453,22.9676494598389,26.0179468154907,27.2877125740051,28.0966081619263,28.6682920455933,29.0207630157471,29.4908332824707,27.8384758999743,22.9757175445557,26.1004843810624,27.3263775532223,28.1325603974353,28.6789442276004,29.028358824474,29.4908332824707,2820
"742",25173,23.81,26.35,27.21,28.03,28.67,29.07,29.5,23.84,26.37,27.23,28.04,28.68,29.08,29.5,0.772621459960931,0.972407531738264,1.09604919433593,1.22491973876953,1.62688369750977,3.10522937011718,29.2143792724609,0.773261108398458,0.97236875702471,1.09468459046806,1.2246131898912,1.62810241065886,3.14051220827351,29.2143792724609,24.5106243896485,26.6120005493164,27.4801672363281,28.3203643798828,28.9156533813476,29.3019460449219,29.6989489746094,24.5605035400391,26.629712317465,27.4936776793719,28.3328934340994,28.9247650765627,29.305748881048,29.6989489746094,NA,NA,NA,NA,"Cirrhilabrus exquisitus","60-09",28.0236623663651,26.670783996582,27.2984760284424,27.4853668212891,28.183500289917,28.4907341003418,28.7881694793701,29.0117168426514,28.0270976429066,27.001916885376,27.421625424279,27.5273586542544,28.2911174282259,28.5844623190314,28.8139259055429,29.0117168426514,104,19,27.7051496433474,22.6487503051758,26.5083223342896,27.0971961021423,27.7719087600708,28.5025959014893,28.8711292266846,29.5028991699219,27.7186969354473,22.6850662231445,26.5238312157261,27.1148526985829,27.7828966039669,28.5112589271099,28.8779140758235,29.5028991699219,9502
"743",25179,23.89,26.73,27.39,28.15,28.76,29.19,29.5,23.93,26.76,27.41,28.18,28.76,29.19,29.5,0.77431396484377,0.966553039550774,1.03930953979491,1.14433532714844,1.33263183593751,1.64613250732424,28.5700592041015,0.774375610351569,0.966375844818564,1.03835172142142,1.14380151395352,1.3320756397789,1.6472063239707,28.5700592041015,23.7767071533203,26.8888220214844,27.5810069274903,28.4137725830078,29.0188398742676,29.3891387939453,29.6905072021484,23.8077789306641,26.9252759649108,27.6072464790202,28.4332551778092,29.0299590401445,29.3932995193049,29.6905072021484,NA,NA,NA,NA,"Cirrhilabrus katherinae","60-09",28.3099397512583,27.7215824127197,27.7750865936279,28.1181507110596,28.3875007629395,28.5299663543701,28.6114826202393,28.815450668335,28.3150855702307,27.7324333190918,27.9711071121323,28.240613773469,28.4486307117082,28.5558902267116,28.6844877039595,28.815450668335,127,13,28.4706884371416,26.7593994140625,27.5496101379395,27.9902420043945,28.5128002166748,29.019024848938,29.2995937347412,29.4908332824707,28.4733876116162,26.8044834136963,27.5523607498396,27.9937980717791,28.5174650677637,29.0208237896485,29.3031926793912,29.4908332824707,1647
"744",25188,18.09,24.9,26.3,27.645,28.56,29.001,29.49,19.06,24.9575713284816,26.34,27.66,28.57,29.01,29.49,0.763934936523412,1.13138781738283,1.25541992187497,1.6018685913086,2.02520034790041,7.76041149902342,29.2143792724609,0.768176879882787,1.13180469445382,1.25539546192506,1.60032177625814,2.0271828438586,7.81219617364878,29.2143792724609,18.1308282470703,25.2390137939453,26.7513551330566,28.1423236083984,28.8668183898926,29.2459318237305,29.6905072021484,18.4091973876953,25.2722988243618,26.8130454969463,28.1651276593621,28.877914357314,29.2508900251459,29.6905072021484,NA,NA,NA,NA,"Cirrhilabrus punctatus","60-09",26.7766716745165,21.4673175811768,25.1489753723145,26.0366005897522,27.0632085800171,27.7464747428894,28.5096006393433,29.0117168426514,26.8298344924496,21.857666015625,25.3492068927133,26.1151510927611,27.1984502338847,27.9382937960941,28.5557416791237,29.0117168426514,93,36,26.8219791631483,18.7652835845947,24.3561744689941,25.8333382606506,27.2355918884277,28.0868253707886,28.7273330688477,29.4908332824707,26.8649285403239,18.783016204834,24.4419125551864,25.901743924748,27.2645477538359,28.1113241542157,28.7365902402132,29.4908332824707,7416
"745",25199,16.95,25.41,26.71,27.79,28.59,29.02,29.5,17.2,25.56,26.77,27.82,28.61,29.03,29.5,0.0403161621093773,0.97683557128907,1.12419998168947,1.24397186279299,1.70483078002928,4.5765886230469,29.3383526611328,0.181822509765652,0.976435114137207,1.12259103843229,1.2438054665338,1.70700239337433,4.56906216517121,29.3383526611328,16.2905065917969,25.5894290771484,26.9569131469727,28.0987026977539,28.8316682434082,29.2517548828125,29.7951885986328,16.7253570556641,25.7239069453191,27.0166462568013,28.1273350189224,28.8470317804053,29.26445140194,29.7951885986328,NA,NA,NA,NA,"Cirrhilabrus temminckii","60-09",26.0107272755016,20.2654342651367,24.5867671966553,24.9107666015625,26.3542995452881,27.6549835205078,28.4389991760254,28.4644508361816,26.1195245373179,24.5867671966553,24.8364561251691,25.3158919386443,26.6716589852855,28.2816316324208,28.4485620820473,28.4644508361816,15,11,27.9340918566577,24.6189002990723,26.9159322738647,27.4052581787109,27.9660997390747,28.5923871994019,28.9395395278931,29.5028991699219,27.944443711973,24.6535491943359,26.930152693447,27.4125712420178,27.9734811119298,28.6004949035149,28.9463889156,29.5028991699219,8114
