Id;family;genus;species;taxonomic.rank;taxon;LME;FAO;habitat;reference.habitat;feeding.mode;reference.feeding.mode;tl;level.tl;reference.tl;body.shape;fin.shape;AR;level.AR;reference.AR;offspring.size;level.offspring.size;reference.offspring.size;spawning.type;reference.spawning.type;age.maturity;level.age.maturity;reference.age.maturity;fecundity;level.fecundity;reference.fecundity;length.infinity;growth.coefficient;level.growth;reference.growth;length.max;level.length.max;reference.length.max;age.max;level.age.max;reference.age.max
5103;Serranidae;Mycteroperca;phenax;S;Mycteroperca phenax;6;31;reef-associated;FroesePauly2018, OBIS2018;piscivorous;FroesePauly2018;4.47;spe;FroesePauly2018;fusiform;truncate;1.51;spe;FroesePauly2018;0.84;fam;FroesePauly2018;non-guarder;FroesePauly2018;7.1;gen-ocean;FroesePauly2019;1329255;gen-LME;FroesePauly2018;108;0.09;spe-LME;FroesePauly2018;107;spe-ocean;FroesePauly2018;19;spe-LME;FroesePauly2018
5104;Serranidae;Mycteroperca;venenosa;S;Mycteroperca venenosa;5;31;reef-associated;FroesePauly2018, OBIS2018;piscivorous;FroesePauly2018;4.48;spe;FroesePauly2018;fusiform;truncate;1.33;spe;FroesePauly2018;0.84;fam;FroesePauly2018;non-guarder;FroesePauly2018;7.1;gen-ocean;FroesePauly2019;438080;gen-FAO;FroesePauly2018;88;0.12;spe-FAO;FroesePauly2018;91;spe-FAO;FroesePauly2018;15;spe-FAO;FroesePauly2018
5105;Serranidae;Paralabrax;nebulifer;S;Paralabrax nebulifer;3;77;reef-associated;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.53;spe;FroesePauly2018;fusiform;truncate;2.58;spe;FroesePauly2018;0.84;fam;FroesePauly2018;non-guarder;FroesePauly2018;3.5;spe-ocean;FroesePauly2019;2981386;fam-LME;FroesePauly2018;64;0.1;gen-LME;FroesePauly2018;67;spe;FroesePauly2018;31;spe-ocean;FroesePauly2018
5106;Serranidae;Paranthias;furcifer;S;Paranthias furcifer;6;31;reef-associated;FroesePauly2018, OBIS2018;planktivorous;FroesePauly2018;3.21;spe;FroesePauly2018;fusiform;forked;2.55;spe;FroesePauly2018;0.84;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.9;fam-LME;FroesePauly2019;2371213;fam-LME;FroesePauly2018;38;0.24;spe-FAO;FroesePauly2018;36;spe-LME;FroesePauly2018;20;fam;FroesePauly2018
5107;Serranidae;Pronotogrammus;martinicensis;S;Pronotogrammus martinicensis;5;31;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.1;genus;FroesePauly2018;fusiform;truncate;1.24;spe;FroesePauly2018;0.84;fam;FroesePauly2018;non-guarder;FroesePauly2018;1;spe-LME;FroesePauly2019;271;spe-LME;FroesePauly2018;92;0.12;fam-LME;FroesePauly2018;14;spe-LME;FroesePauly2018;15;spe-LME;FroesePauly2018
5108;Serranidae;Rypticus;bistrispinus;S;Rypticus bistrispinus;5;31;reef-associated;FroesePauly2018, OBIS2018;generalist;inferred from genus;4.06;genus;FroesePauly2018;fusiform;rounded;0.94;spe;FroesePauly2018;0.84;fam;FroesePauly2018;non-guarder;inferred from genus;2;fam-FAO;FroesePauly2019;2408909;fam-FAO;FroesePauly2018;87;0.11;fam-FAO;FroesePauly2018;15;spe;FroesePauly2018;20;fam;FroesePauly2018
5109;Serranidae;Rypticus;maculatus;S;Rypticus maculatus;5;31;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.06;genus;FroesePauly2018;fusiform;rounded;1.47;spe;FroesePauly2018;0.84;fam;FroesePauly2018;non-guarder;inferred from genus;1;fam-LME;FroesePauly2019;2371213;fam-LME;FroesePauly2018;92;0.12;fam-LME;FroesePauly2018;20;spe;FroesePauly2018;20;fam;FroesePauly2018
5110;Serranidae;Rypticus;maculatus;S;Rypticus maculatus;6;31;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.06;genus;FroesePauly2018;fusiform;rounded;1.47;spe;FroesePauly2018;0.84;fam;FroesePauly2018;non-guarder;inferred from genus;4.9;fam-LME;FroesePauly2019;2371213;fam-LME;FroesePauly2018;105;0.1;fam-LME;FroesePauly2018;20;spe;FroesePauly2018;20;fam;FroesePauly2018
5111;Serranidae;Rypticus;saponaceus;S;Rypticus saponaceus;5;31;reef-associated;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.06;spe;FroesePauly2018;fusiform;rounded;1.23;spe;FroesePauly2018;0.84;fam;FroesePauly2018;non-guarder;FroesePauly2018;1;fam-LME;FroesePauly2019;2371213;fam-LME;FroesePauly2018;92;0.12;fam-LME;FroesePauly2018;78;spe-ocean;FroesePauly2018;20;fam;FroesePauly2018
5112;Serranidae;Rypticus;subbifrenatus;S;Rypticus subbifrenatus;5;31;reef-associated;FroesePauly2018, OBIS2018;generalist;inferred from genus;4.06;genus;FroesePauly2018;fusiform;rounded;1.31;spe;FroesePauly2018;0.84;fam;FroesePauly2018;non-guarder;inferred from genus;1;fam-LME;FroesePauly2019;2371213;fam-LME;FroesePauly2018;92;0.12;fam-LME;FroesePauly2018;18;spe;FroesePauly2018;20;fam;FroesePauly2018
5113;Serranidae;Rypticus;subbifrenatus;S;Rypticus subbifrenatus;6;31;reef-associated;FroesePauly2018, OBIS2018;generalist;inferred from genus;4.06;genus;FroesePauly2018;fusiform;rounded;1.31;spe;FroesePauly2018;0.84;fam;FroesePauly2018;non-guarder;inferred from genus;4.9;fam-LME;FroesePauly2019;2371213;fam-LME;FroesePauly2018;105;0.1;fam-LME;FroesePauly2018;18;spe;FroesePauly2018;20;fam;FroesePauly2018
5114;Serranidae;Rypticus;;G;Rypticus;5;31;reef-associated;FroesePauly2018, OBIS2018;generalist;inferred from genus;4.06;genus;FroesePauly2018;fusiform;rounded;1.11;gen;FroesePauly2018;0.84;fam;FroesePauly2018;non-guarder;inferred from genus;2;fam-FAO;FroesePauly2019;2408909;fam-FAO;FroesePauly2018;87;0.11;fam-FAO;FroesePauly2018;78;gen-ocean;FroesePauly2018;20;fam;FroesePauly2018
5115;Serranidae;Schultzea;beta;S;Schultzea beta;5;31;reef-associated;FroesePauly2018, OBIS2018;planktivorous;FroesePauly2018;3.4;spe;FroesePauly2018;fusiform;truncate;1.48;fam;FroesePauly2018;0.84;fam;FroesePauly2018;non-guarder;FroesePauly2018;1;fam-LME;FroesePauly2019;2371213;fam-LME;FroesePauly2018;92;0.12;fam-LME;FroesePauly2018;10;spe;FroesePauly2018;20;fam;FroesePauly2018
5116;Serranidae;Serraniculus;pumilio;S;Serraniculus pumilio;5;31;reef-associated;FroesePauly2018, OBIS2018;generalist;inferred from family;3.96;family;FroesePauly2018;fusiform;truncate;1.48;fam;FroesePauly2018;0.84;fam;FroesePauly2018;non-guarder;FroesePauly2018;1;fam-LME;FroesePauly2019;2371213;fam-LME;FroesePauly2018;92;0.12;fam-LME;FroesePauly2018;8;spe;FroesePauly2018;20;fam;FroesePauly2018
5117;Serranidae;Serranus;annularis;S;Serranus annularis;5;31;reef-associated;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.7;genus;FroesePauly2018;fusiform;truncate;1.45;gen;FroesePauly2018;0.91;gen;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;45000;gen;Inferred from genus;9;0.57;gen-LME;FroesePauly2018;9;spe;FroesePauly2018;6;gen;FroesePauly2018
5118;Serranidae;Serranus;atrobranchus;S;Serranus atrobranchus;5;31;demersal;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.7;genus;FroesePauly2018;fusiform;truncate;1.04;spe;FroesePauly2018;0.91;gen;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;45000;gen;Inferred from genus;9;0.57;gen-LME;FroesePauly2018;19;spe;FroesePauly2018;6;gen;FroesePauly2018
5119;Serranidae;Serranus;atrobranchus;S;Serranus atrobranchus;6;21;demersal;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.7;genus;FroesePauly2018;fusiform;truncate;1.04;spe;FroesePauly2018;0.91;gen;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;45000;gen;Inferred from genus;28;0.18;gen-ocean;FroesePauly2018;19;spe;FroesePauly2018;5;gen-FAO;FroesePauly2018
5120;Serranidae;Serranus;atrobranchus;S;Serranus atrobranchus;6;31;demersal;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.7;genus;FroesePauly2018;fusiform;truncate;1.04;spe;FroesePauly2018;0.91;gen;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;45000;gen;Inferred from genus;9;0.57;gen-FAO;FroesePauly2018;19;spe;FroesePauly2018;6;gen;FroesePauly2018
5121;Serranidae;Serranus;atrobranchus;S;Serranus atrobranchus;7;21;demersal;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.7;genus;FroesePauly2018;fusiform;truncate;1.04;spe;FroesePauly2018;0.91;gen;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;45000;gen;Inferred from genus;28;0.18;gen-ocean;FroesePauly2018;19;spe;FroesePauly2018;6;gen;FroesePauly2018
5122;Serranidae;Serranus;cabrilla;S;Serranus cabrilla;24;27;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.35;spe;FroesePauly2018;fusiform;truncate;1.34;spe;FroesePauly2018;0.91;spe;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;45000;spe;Pecuchet2017;30;0.19;spe-ocean;FroesePauly2018;27;spe-FAO;FroesePauly2018;7;spe-FAO;FroesePauly2018
5123;Serranidae;Serranus;cabrilla;S;Serranus cabrilla;25;27;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.35;spe;FroesePauly2018;fusiform;truncate;1.34;spe;FroesePauly2018;0.91;spe;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;45000;spe;Pecuchet2017;30;0.19;spe-ocean;FroesePauly2018;27;spe-LME;FroesePauly2018;7;spe-LME;FroesePauly2018
5124;Serranidae;Serranus;hepatus;S;Serranus hepatus;25;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.47;spe;FroesePauly2018;fusiform;truncate;1.81;spe;FroesePauly2018;0.91;gen;FroesePauly2018;non-guarder;FroesePauly2018;3;spe-ocean;FroesePauly2019;45000;spe;Pecuchet2017;14;0.28;spe-ocean;FroesePauly2018;25;spe-ocean;FroesePauly2018;5;gen;FroesePauly2018
5125;Serranidae;Serranus;notospilus;S;Serranus notospilus;5;31;reef-associated;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.7;genus;FroesePauly2018;fusiform;truncate;1.45;gen;FroesePauly2018;0.91;gen;FroesePauly2018;non-guarder;inferred from genus;3;gen-ocean;FroesePauly2019;45000;gen;Inferred from genus;9;0.57;gen-FAO;FroesePauly2018;10;spe;FroesePauly2018;5;gen-FAO;FroesePauly2018
5126;Serranidae;Serranus;notospilus;S;Serranus notospilus;6;31;reef-associated;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.7;genus;FroesePauly2018;fusiform;truncate;1.45;gen;FroesePauly2018;0.91;gen;FroesePauly2018;non-guarder;inferred from genus;3;gen-ocean;FroesePauly2019;45000;gen;Inferred from genus;9;0.57;gen-FAO;FroesePauly2018;10;spe;FroesePauly2018;5;gen-FAO;FroesePauly2018
5127;Serranidae;Serranus;phoebe;S;Serranus phoebe;5;31;reef-associated;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.5;spe;FroesePauly2018;fusiform;truncate;1.26;spe;FroesePauly2018;0.91;gen;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;45000;gen;Inferred from genus;9;0.57;gen-LME;FroesePauly2018;20;spe;FroesePauly2018;6;gen;FroesePauly2018
5128;Serranidae;Serranus;phoebe;S;Serranus phoebe;6;21;reef-associated;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.5;spe;FroesePauly2018;fusiform;truncate;1.26;spe;FroesePauly2018;0.91;gen;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;45000;gen;Inferred from genus;28;0.18;gen-ocean;FroesePauly2018;20;spe;FroesePauly2018;6;gen;FroesePauly2018
5129;Serranidae;Serranus;phoebe;S;Serranus phoebe;6;31;reef-associated;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.5;spe;FroesePauly2018;fusiform;truncate;1.26;spe;FroesePauly2018;0.91;gen;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;45000;gen;Inferred from genus;9;0.57;gen-FAO;FroesePauly2018;20;spe;FroesePauly2018;6;gen;FroesePauly2018
5130;Serranidae;Serranus;scriba;S;Serranus scriba;24;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.82;spe;FroesePauly2018;fusiform;truncate;1.28;spe;FroesePauly2018;1.28;gen;FroesePauly2018;non-guarder;inferred from genus;3;gen-ocean;FroesePauly2019;45000;gen;Inferred from genus;30;0.2;spe-ocean;FroesePauly2018;32;spe-ocean;FroesePauly2018;14;spe-ocean;FroesePauly2018
5131;Serranidae;Serranus;subligarius;S;Serranus subligarius;5;31;demersal;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.7;genus;FroesePauly2018;fusiform;truncate;0.97;spe;FroesePauly2018;0.91;gen;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;45000;gen;Inferred from genus;9;0.57;spe-LME;FroesePauly2018;10;spe;FroesePauly2018;5;spe-LME;FroesePauly2018
5132;Serranidae;Serranus;subligarius;S;Serranus subligarius;6;31;demersal;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.7;genus;FroesePauly2018;fusiform;truncate;0.97;spe;FroesePauly2018;0.91;gen;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;45000;gen;Inferred from genus;9;0.57;spe-FAO;FroesePauly2018;10;spe;FroesePauly2018;5;spe-LME;FroesePauly2018
5133;Serranidae;Serranus;tortugarum;S;Serranus tortugarum;5;31;reef-associated;FroesePauly2018, OBIS2018;planktivorous;FroesePauly2018;3.7;genus;FroesePauly2018;fusiform;truncate;1.6;spe;FroesePauly2018;0.91;gen;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;45000;gen;Inferred from genus;9;0.57;gen-LME;FroesePauly2018;8;spe;FroesePauly2018;6;gen;FroesePauly2018
5134;Serranidae;Serranus;;G;Serranus;5;31;demersal;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.7;genus;FroesePauly2018;fusiform;truncate;1.45;gen;FroesePauly2018;0.91;gen;FroesePauly2018;non-guarder;inferred from genus;3;gen-ocean;FroesePauly2019;45000;gen;Inferred from genus;9;0.57;gen-FAO;FroesePauly2018;31;gen-ocean;FroesePauly2018;5;gen-FAO;FroesePauly2018
5135;Serranidae;;;F;Serranidae;5;31;reef-associated;FroesePauly2018, OBIS2018;generalist;inferred from family;3.96;family;FroesePauly2018;fusiform;truncate;1.48;fam;FroesePauly2018;0.84;fam;FroesePauly2018;non-guarder;inferred from family;2;fam-FAO;FroesePauly2019;2408909;fam-FAO;FroesePauly2018;87;0.11;fam-FAO;FroesePauly2018;70;fam-LME;FroesePauly2018;21.4;fam-FAO;FroesePauly2018
5136;Serranidae;;;F;Serranidae;6;21;reef-associated;FroesePauly2018, OBIS2018;generalist;inferred from family;3.96;family;FroesePauly2018;fusiform;truncate;1.48;fam;FroesePauly2018;0.84;fam;FroesePauly2018;non-guarder;inferred from family;1.1;fam-FAO;FroesePauly2019;937291;fam-ocean;FroesePauly2018;35;0.44;fam-FAO;FroesePauly2018;74;fam-LME;FroesePauly2018;21.4;fam-FAO;FroesePauly2018
5137;Serranidae;;;F;Serranidae;6;31;reef-associated;FroesePauly2018, OBIS2018;generalist;inferred from family;3.96;family;FroesePauly2018;fusiform;truncate;1.48;fam;FroesePauly2018;0.84;fam;FroesePauly2018;non-guarder;inferred from family;2;fam-FAO;FroesePauly2019;2408909;fam-FAO;FroesePauly2018;87;0.11;fam-FAO;FroesePauly2018;74;fam-LME;FroesePauly2018;21.4;fam-FAO;FroesePauly2018
5138;Serranidae;;;F;Serranidae;7;21;reef-associated;FroesePauly2018, OBIS2018;generalist;inferred from family;3.96;family;FroesePauly2018;fusiform;truncate;1.48;fam;FroesePauly2018;0.84;fam;FroesePauly2018;non-guarder;inferred from family;1.1;fam-FAO;FroesePauly2019;937291;fam-ocean;FroesePauly2018;35;0.44;fam-FAO;FroesePauly2018;83;fam-LME;FroesePauly2018;21.4;fam-FAO;FroesePauly2018
5139;Serrivomeridae;Serrivomer;beanii;S;Serrivomer beanii;7;21;bathypelagic;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.88;spe;FroesePauly2018;eel-like;pointed;;;;;;;;;;;;;;;76;0.3;gen-ocean;FroesePauly2018;78;spe;FroesePauly2018;;;
5140;Serrivomeridae;Serrivomer;beanii;S;Serrivomer beanii;8;21;bathypelagic;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.88;spe;FroesePauly2018;eel-like;pointed;;;;;;;;;;;;;;;76;0.3;gen-ocean;FroesePauly2018;78;spe;FroesePauly2018;;;
5141;Serrivomeridae;Serrivomer;jesperseni;S;Serrivomer jesperseni;3;77;bathypelagic;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.81;genus;FroesePauly2018;eel-like;pointed;;;;;;;;;;;;;;;76;0.3;gen-FAO;FroesePauly2018;67;spe;FroesePauly2018;;;
5142;Serrivomeridae;Serrivomer;sector;S;Serrivomer sector;2;67;bathypelagic;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.83;spe;FroesePauly2018;eel-like;pointed;;;;;;;non-guarder;FroesePauly2018;;;;;;;76;0.3;spe-FAO;FroesePauly2018;76;spe;FroesePauly2018;;;
5143;Serrivomeridae;Serrivomer;sector;S;Serrivomer sector;3;67;bathypelagic;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.83;spe;FroesePauly2018;eel-like;pointed;;;;;;;non-guarder;FroesePauly2018;;;;;;;76;0.3;spe-LME;FroesePauly2018;76;spe;FroesePauly2018;;;
5144;Serrivomeridae;Serrivomer;sector;S;Serrivomer sector;3;77;bathypelagic;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.83;spe;FroesePauly2018;eel-like;pointed;;;;;;;non-guarder;FroesePauly2018;;;;;;;76;0.3;spe-LME;FroesePauly2018;76;spe;FroesePauly2018;;;
5145;Serrivomeridae;Serrivomer;;G;Serrivomer;3;67;bathypelagic;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.81;genus;FroesePauly2018;eel-like;pointed;;;;;;;;;;;;;;;76;0.3;gen-FAO;FroesePauly2018;69;gen;FroesePauly2018;;;
5146;Serrivomeridae;Serrivomer;;G;Serrivomer;3;77;bathypelagic;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.81;genus;FroesePauly2018;eel-like;pointed;;;;;;;;;;;;;;;76;0.3;gen-FAO;FroesePauly2018;69;gen;FroesePauly2018;;;
5147;Serrivomeridae;Serrivomer;;G;Serrivomer;8;21;bathypelagic;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.81;genus;FroesePauly2018;eel-like;pointed;;;;;;;;;;;;;;;76;0.3;gen-ocean;FroesePauly2018;69;gen;FroesePauly2018;;;
5148;Serrivomeridae;;;F;Serrivomeridae;3;67;bathypelagic;FroesePauly2018, OBIS2018;generalist;inferred from family;3.81;family;FroesePauly2018;eel-like;pointed;;;;;;;;;;;;;;;76;0.3;fam-FAO;FroesePauly2018;59;fam;FroesePauly2018;;;
5149;Serrivomeridae;;;F;Serrivomeridae;3;77;bathypelagic;FroesePauly2018, OBIS2018;generalist;inferred from family;3.81;family;FroesePauly2018;eel-like;pointed;;;;;;;;;;;;;;;76;0.3;fam-FAO;FroesePauly2018;59;fam;FroesePauly2018;;;
5150;Setarchidae;Setarches;guentheri;S;Setarches guentheri;5;31;benthopelagic;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.45;spe;FroesePauly2018;fusiform;truncate;0.66;spe;FroesePauly2018;;;;;;;;;;;;;;;;25;spe;FroesePauly2018;;;
5151;Soleidae;Bathysolea;profundicola;S;Bathysolea profundicola;24;27;bathydemersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.17;spe;FroesePauly2018;flat;rounded;0.99;spe;FroesePauly2018;0.99;fam;FroesePauly2018;non-guarder;FroesePauly2018;3;fam-ocean;FroesePauly2019;125000;fam-LME;FroesePauly2018;28;0.28;fam-LME;FroesePauly2018;21;spe;FroesePauly2018;16.1;fam-LME;FroesePauly2018
5152;Soleidae;Bathysolea;profundicola;S;Bathysolea profundicola;25;27;bathydemersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.17;spe;FroesePauly2018;flat;rounded;0.99;spe;FroesePauly2018;0.99;fam;FroesePauly2018;non-guarder;FroesePauly2018;3;fam-ocean;FroesePauly2019;125000;fam-LME;FroesePauly2018;41;0.32;fam-LME;FroesePauly2018;21;spe;FroesePauly2018;17.1;fam-LME;FroesePauly2018
5153;Soleidae;Buglossidium;luteum;S;Buglossidium luteum;22;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.31;spe;FroesePauly2018;flat;rounded;0.91;spe;FroesePauly2018;0.84;spe;FroesePauly2018;non-guarder;FroesePauly2018;3;spe-ocean;FroesePauly2019;13400;spe;Pecuchet2017;11;0.57;spe-FAO;FroesePauly2018;14;spe-LME;FroesePauly2018;13;spe-LME;FroesePauly2018
5154;Soleidae;Buglossidium;luteum;S;Buglossidium luteum;23;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.31;spe;FroesePauly2018;flat;rounded;0.91;spe;FroesePauly2018;0.84;spe;FroesePauly2018;non-guarder;FroesePauly2018;3;spe-ocean;FroesePauly2019;13400;spe;Pecuchet2017;11;0.57;spe-FAO;FroesePauly2018;14;spe-FAO;FroesePauly2018;13;spe-FAO;FroesePauly2018
5155;Soleidae;Buglossidium;luteum;S;Buglossidium luteum;24;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.31;spe;FroesePauly2018;flat;rounded;0.91;spe;FroesePauly2018;0.84;spe;FroesePauly2018;non-guarder;FroesePauly2018;3;spe-ocean;FroesePauly2019;13400;spe;Pecuchet2017;11;0.57;spe-LME;FroesePauly2018;14;spe-LME;FroesePauly2018;13;spe-LME;FroesePauly2018
5156;Soleidae;Buglossidium;luteum;S;Buglossidium luteum;25;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.31;spe;FroesePauly2018;flat;rounded;0.91;spe;FroesePauly2018;0.84;spe;FroesePauly2018;non-guarder;FroesePauly2018;3;spe-ocean;FroesePauly2019;13400;spe;Pecuchet2017;11;0.57;spe-FAO;FroesePauly2018;14;spe-FAO;FroesePauly2018;13;spe-FAO;FroesePauly2018
5157;Soleidae;Dicologlossa;cuneata;S;Dicologlossa cuneata;24;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.32;spe;FroesePauly2018;flat;rounded;1.23;spe;FroesePauly2018;0.8;spe;Pecuchet2017;non-guarder;FroesePauly2018;3;fam-ocean;FroesePauly2019;160000;spe;Pecuchet2017;27;0.28;spe-ocean;FroesePauly2018;30;spe;FroesePauly2018;12;fam;FroesePauly2018
5158;Soleidae;Dicologlossa;cuneata;S;Dicologlossa cuneata;25;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.32;spe;FroesePauly2018;flat;rounded;1.23;spe;FroesePauly2018;0.8;spe;Pecuchet2017;non-guarder;FroesePauly2018;3;fam-ocean;FroesePauly2019;160000;spe;Pecuchet2017;27;0.28;spe-ocean;FroesePauly2018;30;spe;FroesePauly2018;12;fam;FroesePauly2018
5159;Soleidae;Microchirus;azevia;S;Microchirus azevia;25;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.18;spe;FroesePauly2018;flat;rounded;1.11;gen;FroesePauly2018;1.2;gen;FroesePauly2018;non-guarder;FroesePauly2018;2.9;spe;Tsikliras2015;500000;gen;Inferred from genus;33;0.26;spe-ocean;FroesePauly2018;40;spe;FroesePauly2018;8;spe;Tsikliras2014
5160;Soleidae;Microchirus;boscanion;S;Microchirus boscanion;25;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.23;genus;FroesePauly2018;flat;rounded;1.02;spe;FroesePauly2018;1.2;gen;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;500000;spe;Pecuchet2017;34;0.29;gen-LME;FroesePauly2018;20;spe;FroesePauly2018;71.7;gen;Inferred from genus
5161;Soleidae;Microchirus;ocellatus;S;Microchirus ocellatus;25;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.23;genus;FroesePauly2018;flat;rounded;1.11;spe;FroesePauly2018;1;spe;Pecuchet2017;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;500000;spe;Pecuchet2017;34;0.29;gen-LME;FroesePauly2018;20;spe-ocean;FroesePauly2018;71.7;gen;Inferred from genus
5162;Soleidae;Microchirus;variegatus;S;Microchirus variegatus;22;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.28;spe;FroesePauly2018;flat;rounded;1.21;spe;FroesePauly2018;1.2;spe;FroesePauly2018;non-guarder;FroesePauly2018;3;spe;Heessen2016;500000;spe;Pecuchet2017;19;0.38;spe-FAO;FroesePauly2018;25;spe-LME;FroesePauly2018;14;spe-LME;FroesePauly2018
5163;Soleidae;Microchirus;variegatus;S;Microchirus variegatus;24;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.28;spe;FroesePauly2018;flat;rounded;1.21;spe;FroesePauly2018;1.2;spe;FroesePauly2018;non-guarder;FroesePauly2018;3;spe;Heessen2016;500000;spe;Pecuchet2017;19;0.38;spe-LME;FroesePauly2018;25;spe-LME;FroesePauly2018;14;spe-LME;FroesePauly2018
5164;Soleidae;Microchirus;variegatus;S;Microchirus variegatus;25;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.28;spe;FroesePauly2018;flat;rounded;1.21;spe;FroesePauly2018;1.2;spe;FroesePauly2018;non-guarder;FroesePauly2018;3;spe;Heessen2016;500000;spe;Pecuchet2017;19;0.38;spe-FAO;FroesePauly2018;21;spe-LME;FroesePauly2018;14;spe;FroesePauly2018
5165;Soleidae;Microchirus;;G;Microchirus;24;27;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.23;genus;FroesePauly2018;flat;rounded;1.11;gen;FroesePauly2018;1.2;gen;FroesePauly2018;non-guarder;inferred from genus;3;gen-ocean;FroesePauly2019;500000;gen;Inferred from genus;27;0.3;gen-FAO;FroesePauly2018;25;gen-LME;FroesePauly2018;71.7;gen;Inferred from genus
5166;Soleidae;Monochirus;hispidus;S;Monochirus hispidus;25;27;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.28;family;FroesePauly2018;flat;rounded;0.97;spe;FroesePauly2018;1.17;fam;FroesePauly2018;non-guarder;FroesePauly2018;3;fam-ocean;FroesePauly2019;113750;fam-ocean;FroesePauly2018;13;0.39;spe-ocean;FroesePauly2018;13;spe-ocean;FroesePauly2018;13;spe;Tsikliras2014
